PARK,PARK_NO,LOCATION,ZIP,ACRES,WARD,PARK_CLASS,WHEELCHR_A,ALFRED_CAL,ARCHERY_RA,ARTIFICIAL,BAND_SHELL,BASEBALL_B,BASKETBALL,BASKETBA_1,BEACH,BOAT_LAUNC,BOAT_LAU_1,BOAT_SLIPS,BOCCE_COUR,BOWLING_GR,CASTING_PI,FOOTBALL_S,COMMUNITY_,CONSERVATO,CULTURAL_C,DOG_FRIEND,FITNESS_CE,FITNESS_CO,GALLERY,GARDEN,GOLF_COURS,GOLF_DRIVI,GOLF_PUTTI,GYMNASIUM,GYMNASTIC_,HANDBALL_R,HORSESHOE_,ICESKATING,POOL_INDOO,BASEBALL_J,MOUNTAIN_B,NATURE_CEN,POOL_OUTDO,ZOO,PLAYGROUND,PLAYGROU_1,ROWING_CLU,VOLLEYBALL,SENIOR_CEN,SHUFFLEBOA,SKATE_PARK,SLED_HILL,SPORT_ROLL,SPRAY_FEAT,BASEBALL_S,TENNIS_COU,TRACK,VOLLEYBA_1,WATER_PLAY,WATER_SLID,BOXING_CEN,WETLAND_AR,LAGOON,CRICKET_FI,CLIMBING_W,GAME_TABLE,SHAPE_AREA,SHAPE_LEN,CAROUSEL,CROQUET,HANDBALL_I,HARBOR,MODELTRAIN,MODELYACHT,NATURE_BIR,MINIGOLF
FLYING SQUIRREL,331,6600 S WOODLAWN AVE,60637,0.33,5,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11104.8506073,427.844781905,0,0,0,0,0,0,0,0
MONTGOMERY (MABEL),1129,2632 W 66TH ST,60629,0.38,17,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269.3108992,446.933532726,0,0,0,0,0,0,0,0
WOODHULL (ROSS),1073,7340 S EAST END AVE,60649,2.46,8,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,97385.3604282,1224.68680746,0,0,0,0,0,0,0,0
HODES (BARNET),1216,1607 E 73RD ST,60649,0.57,8,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12440.4823813,473.999475655,0,0,0,0,0,0,0,0
MURRAY (DAVID),1053,1743 W 73RD ST,60636,3.51,17,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,132603.868843,1526.88610498,0,0,0,0,0,0,0,0
"KING (MARTIN LUTHER, JR.)",334,1212 W 77TH ST,60620,6.84,17,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,278559.108245,2520.13521713,0,0,0,0,0,0,0,0
COLE (NAT KING),270,361 E 85TH ST,60619,5.91,6,NEIGHBORHOOD PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,204454.06871,1880.46203889,0,0,0,0,0,0,0,0
EUCLID,66,9800 S PARNELL AVE,60628,6.47,34,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,258432.419315,2411.82866997,0,0,0,0,0,0,0,0
TRUMBULL (LYMAN),16,2400 E 105TH ST,60617,18.04,7,REGIONAL PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,0,785838.651725,3728.26083244,0,0,0,0,0,0,0,0
PARK NO. 540,540,2401 S FEDERAL ST,60616,5.01,3,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208212.183044,1843.1005381,0,0,0,0,0,0,0,0
PARK NO. 567,567,1799 N MILWAUKEE AVE,60647,0.33,32,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13271.6826703,465.1342452,0,0,0,0,0,0,0,0
MORGAN PARK SPORTS CENTER,577,11505 S. WESTERN AV,60643,2.63,19,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113838.394967,1736.23163081,0,0,0,0,0,0,0,0
PARK NO. 574,574,2540 W JACKSON BLVD,60612,2.21,27,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,102851.318932,1360.01040103,0,0,0,0,0,0,0,0
HARTIGAN (DAVID) BEACH,1248,1040 W ALBION AVE,60626,2.24,49,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106150.801631,2014.80251059,0,0,0,0,0,0,0,0
MILLER (SAMUEL),1128,848 S MILLER ST,60607,0.13,25,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4807.3623325,296.10253674,0,0,0,0,0,0,0,0
BEILFUSS (ALBERT W.),1003,1725 N SPRINGFIELD AVE,60647,1.27,26,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55401.699771,961.086740128,0,0,0,0,0,0,0,0
"BOLER (LEO ROSCOE, SR.)",496,3601 W ARTHINGTON ST,60624,1.81,24,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78706.10988,1133.06553237,0,0,0,0,0,0,0,0
VIOLET,361,4120 W TAYLOR ST,60624,0.59,24,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22790.7219544,610.637830031,0,0,0,0,0,0,0,0
ROOSEVELT (THEODORE),466,62 W ROOSEVELT RD,60605,1.78,4,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70747.6117531,1115.97323197,0,0,0,0,0,0,0,0
WARD (A. MONTGOMERY),511,630 N KINGSBURY AVE,60610,2.92,0,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,129319.743021,2237.28097832,0,0,0,0,0,0,0,0
CENTENNIAL,1238,6086 N NORTHWEST HWY,60631,1.27,41,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41116.5512473,1407.24194947,0,0,0,0,0,0,0,0
SENN (NICHOLAS),227,5887 N RIDGE AVE,60660,6.05,48,COMMUNITY PARK,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,231095.102601,4621.53486958,0,0,0,0,0,0,0,0
BATTLE OF FORT DEARBORN,547,1801 S CALUMET AVE,60616,0.46,3,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19922.0924778,570.832429244,0,0,0,0,0,0,0,0
HORNBEAM,353,1422 S HAMLIN AVE,60623,0.35,24,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15270.4838036,498.740321583,0,0,0,0,0,0,0,0
BARRETT (JOHN),1022,2022 W CERMAK RD,60608,0.7,25,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28742.6583999,706.444445807,0,0,0,0,0,0,0,0
LAKE MEADOWS,263,3113 S RHODES AVE,60616,7.97,4,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335895.61449,2657.14837101,0,0,0,0,0,0,0,0
WINNEMAC,486,5001 N LEAVITT ST,60625,22.73,40,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,968211.389071,5412.04421123,0,0,0,0,0,0,1,0
LE CLAIRE COURTS - HEARST COMM. CTR,305,5116 W 44TH ST,60638,12.56,22,COMMUNITY PARK,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,531210.228038,3882.0591339,0,0,0,0,0,0,0,0
TAYLOR (ROBERT ROCHON),271,100 W 47TH ST,60609,9.69,3,COMMUNITY PARK,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,392954.911148,3357.13531213,0,0,0,0,0,0,0,0
SYCAMORE,1274,5109 S GREENWOOD AVE,60615,0.64,4,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24595.5259674,627.94239264,0,0,0,0,0,0,0,0
PARK NO. 421,421,5300 S HALSTED ST,60609,1,20,UNIMPROVED PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43260.5419579,866.564582727,0,0,0,0,0,0,0,0
CORNELL (PAUL),378,5473 S CORNELL AVE,60615,0.24,5,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9234.10524355,423.193351326,0,0,0,0,0,0,0,0
LUNA,440,5558 S GREEN ST,60621,0.23,20,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10079.2105375,416.837757144,0,0,0,0,0,0,0,0
MORAN (TERRANCE),1051,5727 S RACINE AVE,60621,1.94,16,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74569.3219549,1443.92479795,0,0,0,0,0,0,0,0
"TAYLOR-LAURIDSEN (JOHN, EMIL)",1025,647 W ROOT ST,60609,4.93,11,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,195616.573961,1769.87778174,0,0,0,0,0,0,0,0
HALE (NATHAN),234,6140 S MELVINA AVE,60638,17.44,13,REGIONAL PARK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,759944.562293,3641.21192709,0,0,0,0,0,0,0,0
TILL-MOBLEY (MAMIE),1154,6410 S ELLIS AVE,60637,0.66,20,MINI-PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24894.4275273,648.792979615,0,0,0,0,0,0,0,0
OGDEN (WILLIAM),8,6500 S RACINE AVE,60636,57.04,17,REGIONAL PARK,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,4,1,0,1,0,1,0,0,0,0,0,2484958.86231,8360.71660927,0,0,0,0,0,0,0,0
DREXEL (FRANCIS),441,6931 S DAMEN AVE,60636,0.31,17,MINI-PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13538.7782301,470.416921967,0,0,0,0,0,0,0,0
MEYERING (WILLIAM),1049,7140 S DR MARTIN LUTHER KING J,60619,3.1,6,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135027.766348,1474.71584819,0,0,0,0,0,0,0,0
LYLE (JOHN),1267,7700 S WALLACE ST,60620,1.74,0,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63603.5542067,3839.67596437,0,0,0,0,0,0,0,0
WALLACE,1069,607 W 92ND ST,60620,1.04,21,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37663.7765486,851.056538436,0,0,0,0,0,0,0,0
SHERIDAN (PHILIP HENRY),205,910 S ABERDEEN ST,60607,4.44,25,COMMUNITY PARK,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,170346.512153,1849.65628313,0,0,0,0,0,0,0,0
RIDGE,175,9625 S LONGWOOD DR,60643,9.82,19,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,427755.824316,4699.751755,0,0,0,0,0,0,0,0
BEVERLY,254,2460 W 102ND ST,60655,13.98,19,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,568957.42607,3414.41807515,0,0,0,0,0,0,0,0
BARNARD (ERASTUS),1205,10441 S LONGWOOD DR,60643,2.38,19,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85795.1808011,1174.67698436,0,0,0,0,0,0,0,0
WHITE (JESSE),560,410 W CHICAGO AVE,60654,1.67,27,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61834.1750855,1029.36581439,0,0,0,0,0,0,0,0
NORTH BOUNDARY,557,7211-7355 N KEDZIE AVE,60645,2.02,50,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87401.4842013,2424.14968318,0,0,0,0,0,0,0,0
PARK NO. 566,566,7901 S FARRAGUT,60617,70.3,0,UNIMPROVED PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2906294.37081,13368.6497408,0,0,0,0,0,0,0,0
LA VILLITA,553,2800 S SACRAMENTO AVE,60608,22.77,12,COMMUNITY PARK,0,0,0,2,0,0,12,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,924292.323426,5077.97229944,0,0,0,0,0,0,0,0
ABBOTT (ROBERT),259,49 E 95TH ST,60628,25,9,COMMUNITY PARK,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,1,1,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,988011.767491,5515.63503567,0,0,0,0,0,0,0,0
WANG (CHI CHE),522,1719 W WOLFRAM ST,60657,1.97,32,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85856.2252273,1451.66958359,0,0,0,0,0,0,0,0
DUNHAM (ROBERT),258,4640 N MELVINA AVE,60630,14.88,38,COMMUNITY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,648213.964108,3548.63305938,0,0,0,0,0,0,0,0
WHITE (WILLYE B.),1043,7631 N ASHLAND AVE,60626,3.31,49,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134724.347901,1658.17555626,0,0,0,0,0,0,0,0
PARK NO. 526,526,3200 W PETERSON AVE,60659,7.53,50,LINEAR PARK,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329393.295441,8141.05517122,0,0,0,0,0,0,0,0
HOWARD (URE) BEACH,1256,1300 W HOWARD ST,60626,1.06,49,NEIGHBORHOOD PARK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38681.8199732,856.820304249,0,0,0,0,0,0,0,0
DUBKIN (LEONARD),306,7442 N ASHLAND Blvd,60626,0.36,49,PARKWAY PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15677.9665133,581.069603895,0,0,0,0,0,0,0,0
PASCHEN (CHRISTIAN),1057,1932 W LUNT AVE,60626,1,49,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34536.3295281,745.513791388,0,0,0,0,0,0,0,0
LERNER (LEO),273,7000 N SACRAMENTO AVE,60645,8.53,50,COMMUNITY PARK,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,360361.767399,2427.69185812,0,0,0,0,0,0,0,0
GREEN (JEFFREY),1212,6500 N ALGONQUIN AVE,60646,1.35,41,NEIGHBORHOOD PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46706.6468998,1059.14733418,0,0,0,0,0,0,0,0
NORWOOD CIRCLE,1226,7117 W PETERSON AVE,60631,2.6,41,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72875.5704981,1428.7642743,0,0,0,0,0,0,0,0
ROSEDALE,91,6312 W ROSEDALE AVE,60646,3.07,45,COMMUNITY PARK,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,133595.135344,1475.93882864,0,0,0,0,0,0,0,0
NORWOOD,141,5801 N NATOMA AVE,60631,16.41,41,COMMUNITY PARK,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,4,1,0,0,1,0,0,0,0,0,0,714915.560752,3667.86457744,0,0,0,0,0,0,0,0
PULLMAN (GEORGE),1237,11113 S COTTAGE GROVE AVE,60628,1.01,9,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43943.4375127,864.715623057,0,0,0,0,0,0,0,0
ARCADE,1201,11144 S ST LAWRENCE AVE,60628,1.22,9,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38620.0076826,808.085246473,0,0,0,0,0,0,0,0
ALMOND,50,2234 W 115TH ST,60643,0.74,19,PASSIVE PARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32268.6040288,662.030907797,0,0,0,0,0,0,0,0
METCALFE (RALPH),448,4196 S STATE ST,60609,6.73,3,COMMUNITY PARK,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,293298.291047,2544.77569854,0,0,0,0,0,0,0,0
